latitude,longitude,altitude,speed,date,time,stop,tyre_pressure,temperature,humidity
39.9914616,116.3216749,0,164.0,2008-11-04,09:29:05,False,34.4888511840032,28.368921675047346,80.80232434129832
39.991465,116.3218049,0,164.0,2008-11-04,09:29:08,False,34.31793916729104,29.58704463289764,80.10929011724052
39.9914483,116.3219249,0,164.0,2008-11-04,09:29:11,False,34.22075028232861,27.626933383342994,80.6537232060974
39.9914616,116.322015,0,167.3,2008-11-04,09:29:13,False,35.312659178930545,28.208313106767882,80.45114706820299
39.9914999,116.3221249,0,170.6,2008-11-04,09:29:16,False,34.27636590269723,27.086611070424585,79.077114492118
39.9915383,116.3222283,0,180.4,2008-11-04,09:29:20,False,34.39316472336011,27.82177659780011,80.54622010501083
39.99156,116.3223266,0,190.3,2008-11-04,09:29:24,False,34.73745034132193,27.606854141518394,79.43374050018208
39.9915783,116.3224333,0,193.6,2008-11-04,09:29:27,False,35.64198645969587,26.993653860331882,80.80629929370315
39.9915966,116.3225383,0,200.1,2008-11-04,09:29:29,False,34.19420255158612,28.023465535301234,79.08584838121766
39.991605,116.3226349,0,203.4,2008-11-04,09:29:31,False,35.67588981499761,27.241523303919244,79.66614406894864
39.9916133,116.3227383,0,206.7,2008-11-04,09:29:33,False,34.19219681578792,27.492139455522988,79.19946589446951
39.9916116,116.3228333,0,210.0,2008-11-04,09:29:35,False,35.95291893002679,28.099881769017056,79.95117823416969
39.9916133,116.3229316,0,213.3,2008-11-04,09:29:37,False,34.937302403295405,29.00238009171595,80.6400448717395
39.9916183,116.3230283,0,213.3,2008-11-04,09:29:39,False,35.95352217638067,27.3340298631651,79.59637471932612
39.9916266,116.3231283,0,0.0,2008-11-04,09:29:41,True,35.20969103949009,29.696635066483054,79.30186979462208
39.9916383,116.3232366,0,219.8,2008-11-04,09:29:43,False,35.4785271587966,29.449274187343608,79.6605340713938
39.9916483,116.3233416,0,226.4,2008-11-04,09:29:45,False,34.07837558450864,26.194761183902113,80.62776028384127
39.9916666,116.3234549,0,232.9,2008-11-04,09:29:47,False,34.56561392515282,27.014570097027292,79.28076791559869
39.9916683,116.3235599,0,236.2,2008-11-04,09:29:49,False,34.24039312242634,27.78454205063681,79.454724898155
39.991685,116.3236766,0,246.1,2008-11-04,09:29:51,False,34.59228039504429,26.418511554969896,79.13770392898675
39.9916883,116.32378,0,249.3,2008-11-04,09:29:53,False,34.23745543790849,27.39390395613399,80.41142008797921
39.9917016,116.3238916,0,255.9,2008-11-04,09:29:55,False,34.635966358787954,28.96039010247073,79.79046648707268
39.9917049,116.3239966,0,259.2,2008-11-04,09:29:57,False,34.82852598902934,28.722057924571303,79.62167995428663
39.9917183,116.3240983,0,265.7,2008-11-04,09:29:59,False,34.12829499269757,28.48953771426402,80.4372527806823
39.9917199,116.3242333,0,265.7,2008-11-04,09:30:02,False,35.38494423874004,28.84211361088938,79.6719550846805
39.9917249,116.3243666,0,262.5,2008-11-04,09:30:05,False,35.13320290841315,26.819694747838806,80.45554254642883
39.9917383,116.3244733,0,269.0,2008-11-04,09:30:07,False,34.53077898187889,27.366792459458928,80.63039879062863
39.9917499,116.324585,0,278.9,2008-11-04,09:30:09,False,35.0464961069334,28.70496992910985,79.43532568691548
39.9917616,116.3247016,0,292.0,2008-11-04,09:30:11,False,34.18788102151689,29.51693905212531,80.94763739369196
39.9917683,116.3248149,0,298.6,2008-11-04,09:30:13,False,35.15189299111236,28.174712215312383,79.32471589582534
39.9917833,116.324935,0,311.7,2008-11-04,09:30:15,False,35.85859239515243,27.130798603782146,79.58168181331348
39.9917933,116.3250416,0,3.0,2008-11-04,09:30:17,True,34.637137904902644,26.12094103202393,79.35959058166708
39.9918,116.32514,0,315.0,2008-11-04,09:30:19,False,35.33482075992736,28.841347315896854,79.69101131271267
39.9918,116.3252666,0,308.4,2008-11-04,09:30:22,False,34.26359572480879,26.031536414033763,79.96012177564151
39.99181,116.3253933,0,305.1,2008-11-04,09:30:25,False,35.432654408237134,27.490716279283983,80.04435173800424
39.99181,116.3254883,0,305.1,2008-11-04,09:30:27,False,34.5788121858944,28.122148858251126,80.70721208459254
39.99183,116.3256066,0,311.7,2008-11-04,09:30:29,False,34.36638272401424,29.68844584706877,80.77889581763174
39.9918449,116.3257249,0,318.2,2008-11-04,09:30:31,False,35.17302586962017,26.3579781801316,79.44020772156182
39.9918599,116.3258466,0,324.8,2008-11-04,09:30:33,False,34.040215092374986,27.623769287873134,80.24578806437151
39.9918599,116.3259633,0,324.8,2008-11-04,09:30:35,False,35.65788005843473,26.097252798840632,79.22299211459743
39.9918383,116.3260683,0,321.5,2008-11-04,09:30:37,False,34.0093909523851,27.37044393736636,79.91793972036413
39.9918116,116.3261733,0,318.2,2008-11-04,09:30:39,False,35.35563307359246,28.48892423535918,79.64466707609324
39.9917833,116.3262633,0,305.1,2008-11-04,09:30:41,False,34.54001594638433,27.116271792914393,79.63300149090722
39.991785,116.3263716,0,305.1,2008-11-04,09:30:43,False,35.47038804424519,26.83899979862254,79.96516848342421
39.9917966,116.3264883,0,308.4,2008-11-04,09:30:45,False,35.92437709023488,26.462812933308374,80.45965527105854
39.9918183,116.3266149,0,318.2,2008-11-04,09:30:47,False,34.49750628703992,28.308560976081367,79.13836531758479
39.9918349,116.32673,0,324.8,2008-11-04,09:30:49,False,35.15231466883567,28.781080023618745,80.75834667537481
39.9918416,116.326835,0,331.4,2008-11-04,09:30:51,False,35.18408386254368,28.687828562383288,80.46962754926112
39.991855,116.32696,0,344.5,2008-11-04,09:30:54,False,35.14450381158175,29.795444082882028,79.35299877777813
39.9918316,116.3270533,0,315.0,2008-11-04,09:30:59,False,34.446163265281236,26.01081285557401,80.87832181817474
39.9918716,116.327135,0,298.6,2008-11-04,09:31:03,False,35.90549802303397,28.588786615576144,80.01262444804678
39.9919316,116.327205,0,285.4,2008-11-04,09:31:07,False,34.894250757235255,28.40156894839056,80.99961715623392
39.9920183,116.3272733,0,282.2,2008-11-04,09:31:11,False,35.692817344942256,28.354958439881152,79.39451894860147
39.9921166,116.3272716,0,269.0,2008-11-04,09:31:16,False,35.39895855063501,29.85108127936097,80.0698163967664
39.992205,116.3272283,0,269.0,2008-11-04,09:31:20,False,34.594873901710265,26.06748669348016,79.58049608511986
39.9921866,116.3270616,0,272.3,2008-11-04,09:31:25,False,35.62759563940495,28.7859297228058,79.6083471147785
39.9921683,116.3269283,0,272.3,2008-11-04,09:31:29,False,34.793011481693966,29.254714598807453,80.18213076166798
39.9919833,116.3266516,0,285.4,2008-11-04,09:31:32,False,35.762206394222325,28.039228786486337,80.84343813374167
39.9919033,116.3265133,0,288.7,2008-11-04,09:31:34,False,35.162545745271714,27.335859478387235,80.61052771115835
39.9919083,116.3263549,0,292.0,2008-11-04,09:31:38,False,35.76347072370971,29.16336065290962,80.44788279700265
39.99187,116.3262666,0,295.3,2008-11-04,09:31:39,False,35.385063180155534,26.388971702529698,80.1183475642034
39.9918316,116.3261799,0,295.3,2008-11-04,09:31:40,False,35.45050855963928,27.768142550919702,80.8445970073349
39.9917966,116.3260966,0,298.6,2008-11-04,09:31:41,False,35.00264876385341,28.079809498283353,79.98472281338177
39.9918783,116.3260399,0,298.6,2008-11-04,09:31:44,False,35.91216726944645,28.77582564373819,80.74766435666943
39.9919716,116.3259949,0,301.8,2008-11-04,09:31:47,False,35.287980398459275,26.36354292812964,80.66796328775327
39.9921233,116.3260183,0,301.8,2008-11-04,09:31:50,False,34.84771009711636,26.911038006151443,79.42767069360318
39.9922566,116.3260683,0,298.6,2008-11-04,09:31:52,False,35.212786428255846,27.641206250760504,80.54245092593182
39.99243,116.3261683,0,292.0,2008-11-04,09:31:54,False,34.03838639661867,28.493178692080523,79.02434231388652
39.99257,116.32628,0,285.4,2008-11-04,09:31:55,False,34.6031496333491,29.54784312486967,79.64565907509618
39.992695,116.3263716,0,278.9,2008-11-04,09:31:56,False,35.32034707498537,28.475304672965507,79.4591348893839
39.99282,116.3264233,0,278.9,2008-11-04,09:31:58,False,34.58015521442089,26.533845883739737,80.01372591697462
39.9929149,116.3264483,0,278.9,2008-11-04,09:32:00,False,35.23603085799768,29.92232053114913,80.47370632336157
39.9930433,116.3264649,0,275.6,2008-11-04,09:32:03,False,34.857537401891534,29.48714293902197,79.19535273489545
39.9931316,116.3264449,0,272.3,2008-11-04,09:32:06,False,34.2709481284449,28.010883044581295,80.02984440387354
39.993245,116.3264433,0,269.0,2008-11-04,09:32:09,False,34.59656465191206,29.68939192718653,80.87682404338877
39.9933599,116.3264399,0,265.7,2008-11-04,09:32:12,False,35.13992982140253,28.165523175028543,79.45729310196589
39.993495,116.326505,0,255.9,2008-11-04,09:32:14,False,35.18174552249635,29.69322427155665,80.35428228822285
39.993575,116.3265533,0,249.3,2008-11-04,09:32:15,False,35.14865049769916,29.319589474413373,80.18576054156232
39.9936966,116.3266083,0,242.8,2008-11-04,09:32:17,False,35.30640163971427,29.87314564117719,79.02012739131219
39.9937883,116.3266316,0,239.5,2008-11-04,09:32:19,False,35.30420654000338,29.679131243112632,79.95165239171445
39.9938766,116.3266583,0,232.9,2008-11-04,09:32:21,False,34.862836870867945,26.144135269714276,80.4175407818821
39.9939966,116.3267099,0,226.4,2008-11-04,09:32:24,False,35.79309319170213,26.69908801664376,79.08795086404818
39.9940833,116.3267716,0,216.5,2008-11-04,09:32:30,False,34.735123740095794,27.556538708404744,80.75904296604746
39.9941333,116.3268499,0,210.0,2008-11-04,09:32:32,False,34.87172985053125,29.808570789181683,80.04016283327135
39.9942033,116.3269466,0,206.7,2008-11-04,09:32:34,False,35.78384671003134,27.200115677903717,79.06132209665144
39.9942666,116.3270283,0,206.7,2008-11-04,09:32:36,False,35.61238797809217,26.641870575550403,79.44882722384168
39.9943316,116.3271083,0,206.7,2008-11-04,09:32:38,False,35.40777716708073,29.54521866434624,80.90735139285462
39.9943933,116.3271883,0,203.4,2008-11-04,09:32:40,False,34.200453774624606,27.785577661932813,80.1646394661041
39.9944566,116.3272599,0,203.4,2008-11-04,09:32:42,False,35.838965227489346,29.631502377417306,79.2149451355376
39.99452,116.3273333,0,200.1,2008-11-04,09:32:44,False,35.428482599098224,26.640921865280575,79.57508900456112
39.9945949,116.3274266,0,196.9,2008-11-04,09:32:47,False,35.997694013135735,28.6444700460324,79.91340725172097
39.9946666,116.3275066,0,5.0,2008-11-04,09:32:50,True,34.29889660931599,27.761055011317968,79.04190013853547
39.9947416,116.3275783,0,190.3,2008-11-04,09:32:55,False,35.73625211473643,26.305947076121143,79.82323102722752
39.9948033,116.3276766,0,187.0,2008-11-04,09:32:59,False,34.32498586935275,28.78585257861,79.9789172708694
39.9948516,116.3277616,0,187.0,2008-11-04,09:33:02,False,35.23111912856769,26.989595022156614,79.48735575056246
39.9949233,116.3278433,0,183.7,2008-11-04,09:33:06,False,34.24763996569888,26.15846209031807,80.17727800058397
39.9949999,116.3279216,0,183.7,2008-11-04,09:33:09,False,35.69601645864447,26.239777192998293,80.50648023918436
39.9950666,116.3280216,0,180.4,2008-11-04,09:33:12,False,35.61463791745002,26.24431414826715,79.47166844821128
39.995145,116.3281266,0,177.2,2008-11-04,09:33:15,False,35.13820147722919,29.63093182994016,80.24099980055998
39.9952266,116.3282249,0,177.2,2008-11-04,09:33:18,False,34.814366594452,28.959535671316402,80.27924448592748
39.9953016,116.3283033,0,177.2,2008-11-04,09:33:21,False,34.138333990910276,29.59224942885494,80.89708060225769
39.9953633,116.3283866,0,180.4,2008-11-04,09:33:24,False,35.394857546289124,28.690329245186085,80.5565523345929
39.995445,116.328475,0,180.4,2008-11-04,09:33:27,False,34.90708536535614,28.115759716123534,80.69669053958002
39.9955316,116.3285716,0,180.4,2008-11-04,09:33:30,False,35.444111198940696,27.217785457389514,79.98083981687255
39.9955916,116.3286466,0,180.4,2008-11-04,09:33:32,False,35.73276465185726,29.991849005314695,79.37069717395876
39.9956483,116.3287166,0,180.4,2008-11-04,09:33:34,False,35.95104301000577,27.448756235757557,80.99163058591927
39.9957233,116.3288066,0,180.4,2008-11-04,09:33:37,False,35.711606684785224,27.88259579685564,79.2587115220774
39.9957866,116.3288783,0,183.7,2008-11-04,09:33:39,False,34.02342816837,27.51298069969385,79.94291463870853
39.9958533,116.3289616,0,187.0,2008-11-04,09:33:41,False,34.719956128956724,29.918107717341833,79.13618619848421
39.9959116,116.32907,0,183.7,2008-11-04,09:33:44,False,35.45998112484811,26.698633541580023,80.88770171470163
39.9959766,116.3291699,0,187.0,2008-11-04,09:33:47,False,34.34325935452288,27.311952003632317,80.92984988169688
39.9960416,116.329265,0,187.0,2008-11-04,09:33:52,False,35.04207321240826,28.721394664060007,80.43877812400795
39.996115,116.3293749,0,190.3,2008-11-04,09:33:57,False,34.108675976678505,26.25283047335452,79.69998568726034
39.9961899,116.3294683,0,187.0,2008-11-04,09:34:00,False,34.3999930497928,28.428997496046165,79.50876480223525
39.9962783,116.3295583,0,183.7,2008-11-04,09:34:03,False,34.03704358892123,27.910586011505664,79.5306066490741
39.9963449,116.3296266,0,180.4,2008-11-04,09:34:07,False,35.58739540671484,27.135999907048404,79.25458805084016
39.9964016,116.3297133,0,177.2,2008-11-04,09:34:13,False,34.44784937612076,26.95365312369623,80.05161790615344
39.996435,116.3298166,0,180.4,2008-11-04,09:34:16,False,34.69070336139381,28.058050973195027,79.28363455140295
39.9964999,116.3298799,0,180.4,2008-11-04,09:34:21,False,35.856162586931184,27.471710322148166,79.63346133310691
39.99655,116.3299683,0,180.4,2008-11-04,09:34:27,False,35.408828803847065,27.82607956505062,80.25341295191821
39.9966166,116.3300666,0,180.4,2008-11-04,09:34:29,False,34.063677859062615,27.34990952705696,80.4550872191815
39.9966716,116.330155,0,180.4,2008-11-04,09:34:32,False,34.329388312995825,29.88197477438391,79.04854540924413
39.9967166,116.33024,0,180.4,2008-11-04,09:34:36,False,35.24295680299953,26.533757726982415,79.86023196875348
39.99679,116.3302933,0,180.4,2008-11-04,09:34:39,False,35.154457177208336,26.387215812713496,80.30424918968428
39.9968533,116.3304033,0,183.7,2008-11-04,09:34:47,False,34.47578564274902,27.373566915163664,80.70649195231702
39.9969216,116.3304816,0,180.4,2008-11-04,09:34:52,False,35.868427995849586,28.364107603481965,79.95064956442417
39.9969933,116.3305683,0,180.4,2008-11-04,09:34:56,False,35.22793191193179,28.63670588740011,80.93841174343537
39.9970599,116.33064,0,180.4,2008-11-04,09:35:00,False,35.07126560604992,27.589026988672167,79.5312650950829
39.9971166,116.3307149,0,180.4,2008-11-04,09:35:05,False,35.17981995270914,29.997111975688686,79.02701741325343
39.9971783,116.3308,0,183.7,2008-11-04,09:35:10,False,35.46024405903354,27.40757198477217,79.96750572940347
39.997235,116.3308783,0,183.7,2008-11-04,09:35:16,False,34.623889990959206,28.88562667183981,79.51222759004004
39.9972833,116.330955,0,187.0,2008-11-04,09:35:20,False,34.79644212443218,28.550330778123172,80.64743534404634
39.997345,116.3310299,0,187.0,2008-11-04,09:35:28,False,34.41968749795024,29.252215452989844,79.46554534436223
39.997365,116.3311183,0,187.0,2008-11-04,09:35:52,False,34.372386011760675,29.90490265381528,79.62125843658261
39.9974416,116.3311883,0,187.0,2008-11-04,09:36:13,False,35.888744779967865,29.559174625782163,80.58245486203822
39.9975099,116.3312516,0,187.0,2008-11-04,09:36:18,False,35.47910159009857,29.058247897430835,80.43028650405071
39.997585,116.3313033,0,187.0,2008-11-04,09:36:24,False,34.980917617235136,28.79299391127316,80.11610247331453
39.9975816,116.3312066,0,187.0,2008-11-04,09:36:51,False,34.45482925594665,27.341992678703598,80.40989612384551
39.9974983,116.3310566,0,187.0,2008-11-04,09:36:59,False,34.50871296354079,26.59074231282683,79.83727372714006
39.9974633,116.3309699,0,187.0,2008-11-04,09:37:05,False,34.11605832064775,26.25054401223924,79.01062009522934
39.9974033,116.3308983,0,187.0,2008-11-04,09:37:06,False,34.86883325111624,26.96760681680594,79.02271025702439
39.9974966,116.3309766,0,187.0,2008-11-04,09:37:13,False,34.6235917639882,27.729125924725196,80.02244357514738
39.997575,116.3310366,0,187.0,2008-11-04,09:37:17,False,35.392686977630916,28.08798509451993,79.166581959438
39.9976433,116.3310983,0,187.0,2008-11-04,09:37:20,False,34.755503678584965,29.092334216219488,79.10215096033852
39.9977199,116.3311616,0,187.0,2008-11-04,09:37:24,False,34.35920735511927,29.83496369222637,80.93103327827495
39.9978033,116.3312266,0,187.0,2008-11-04,09:37:29,False,34.049357456782666,26.469281921539245,80.71800527931612
39.9979083,116.3312433,0,187.0,2008-11-04,09:37:35,False,34.1344992629265,26.428016560775166,79.30405445441914
39.9980166,116.3312716,0,187.0,2008-11-04,09:37:41,False,35.35878554699713,28.358778892054204,79.0013284371804
39.9981083,116.33134,0,187.0,2008-11-04,09:37:43,False,34.90739368911209,28.98159229578917,80.88333559077951
39.9982283,116.3314199,0,187.0,2008-11-04,09:37:47,False,35.073158422217446,29.392601521387938,79.55665059664022
39.9983133,116.3315066,0,187.0,2008-11-04,09:37:48,False,35.79334258608068,29.743328320867153,79.371795205711
39.9984483,116.3316149,0,187.0,2008-11-04,09:37:50,False,35.98067789479341,29.93370496904257,80.38301621566308
39.9985483,116.3316883,0,187.0,2008-11-04,09:37:52,False,34.43379396879695,27.599206768898103,79.21780747768265
39.998635,116.3317449,0,187.0,2008-11-04,09:37:54,False,35.3261564062002,27.521340734110293,79.5292991960056
39.9987483,116.3318133,0,183.7,2008-11-04,09:37:57,False,34.5266447534743,26.591234706789088,80.95018936042409
39.9988466,116.3318633,0,183.7,2008-11-04,09:38:00,False,34.04130199893146,28.739737754734236,80.27892554894802
39.9989366,116.3319133,0,183.7,2008-11-04,09:38:03,False,35.516757307672286,28.62704783376335,80.04135558296511
39.9990283,116.3319566,0,183.7,2008-11-04,09:38:06,False,34.64003430164494,29.44825038340483,79.79583722966987
39.9991116,116.3319983,0,180.4,2008-11-04,09:38:09,False,34.76692778834379,26.389031979150563,80.5490019097684
39.9992133,116.3320383,0,180.4,2008-11-04,09:38:12,False,35.176634227107215,27.991107631301368,79.28191495304739
39.9993149,116.3320783,0,177.2,2008-11-04,09:38:15,False,35.66209691047238,28.324327718688252,80.93467560407396
39.999425,116.3321199,0,173.9,2008-11-04,09:38:18,False,35.2579636871823,26.966228160159673,80.72224601613158
39.9995233,116.3321566,0,170.6,2008-11-04,09:38:21,False,35.74530131089479,26.676101624516644,80.23531396513849
39.9996216,116.3321916,0,167.3,2008-11-04,09:38:24,False,34.547084069631275,29.438323345678487,79.08581238080512
39.9997266,116.3322016,0,164.0,2008-11-04,09:38:28,False,35.59609366782513,26.234139688942236,80.40171129889548
39.9998266,116.3322449,0,164.0,2008-11-04,09:38:31,False,34.37127188861191,27.882483615672292,80.82656868177096
39.9999016,116.3323066,0,167.3,2008-11-04,09:38:33,False,35.905583313943886,26.46333600520354,80.04915413495725
39.9999883,116.3323633,0,167.3,2008-11-04,09:38:35,False,35.37497655277563,27.82823504532547,79.70844964365453
40.0000699,116.3324133,0,167.3,2008-11-04,09:38:37,False,34.431015354227114,29.919849305369237,79.24055468995894
40.0001749,116.3324616,0,167.3,2008-11-04,09:38:40,False,35.894741180977846,27.694825413821892,80.50980220827513
40.0002799,116.3325149,0,164.0,2008-11-04,09:38:43,False,35.46171161354032,29.42849967001827,80.7700437024236
40.0003883,116.3325633,0,160.8,2008-11-04,09:38:46,False,34.507883285190054,26.469262256732776,79.2005034881517
40.0004916,116.3326033,0,2.0,2008-11-04,09:38:49,True,30.0,25.0,95.0
40.0005883,116.3326366,0,157.5,2008-11-04,09:38:52,False,35.03640142786133,27.61517096266934,79.0341209725182
40.0006766,116.3326633,0,157.5,2008-11-04,09:38:55,False,34.05132543610906,27.599248560037324,80.93410983615443
40.0007716,116.3326816,0,157.5,2008-11-04,09:38:59,False,34.41494015088222,28.68553391468061,80.2301160412702
40.0008666,116.3326616,0,160.8,2008-11-04,09:39:04,False,34.84937093750301,27.37887250950203,80.10487811798326
40.0009699,116.3327249,0,160.8,2008-11-04,09:39:07,False,34.74833996066845,28.855067473640066,79.59189966717786
40.0010549,116.33279,0,157.5,2008-11-04,09:39:09,False,34.927150848729624,28.55674759690157,80.85858334313957
40.0011683,116.3328616,0,157.5,2008-11-04,09:39:12,False,34.55525741258946,27.596644581019092,79.53181125467358
40.0012449,116.33291,0,157.5,2008-11-04,09:39:14,False,35.17356869291634,27.72704051061728,80.65629322643339
40.0013566,116.3329549,0,157.5,2008-11-04,09:39:17,False,35.72771121184646,28.458110799241283,80.97021735867426
40.0014599,116.333015,0,154.2,2008-11-04,09:39:20,False,34.23506371192406,26.28016876057858,80.56679329102961
40.0015699,116.3330816,0,154.2,2008-11-04,09:39:23,False,35.034758214308226,29.28962695342276,80.03797984077286
40.0016783,116.3331483,0,154.2,2008-11-04,09:39:26,False,34.2641362126903,28.613684644454548,79.13214852770335
40.0017883,116.3332033,0,154.2,2008-11-04,09:39:29,False,35.43371936238519,28.905369857671342,79.94482757834214
40.0018866,116.3332533,0,150.9,2008-11-04,09:39:32,False,34.792119405614585,28.147692004329564,79.8765118939434
