latitude,longitude,altitude,speed,date,time,stop,humidity,temperature,tyre_pressure
40.002543,116.324314,0,57,2008-11-01,17:27:50,False,74.63085670184837,31.472504229472857,32.80743947949187
40.0027,116.324359,0,54,2008-11-01,17:27:55,False,74.72742154188525,28.6499717387055,31.166844870884038
40.003122,116.3245,0,51,2008-11-01,17:28:00,False,75.14039354083576,30.462238257135375,32.10438493984481
40.003488,116.324526,0,34,2008-11-01,17:28:05,False,74.87720302692465,28.495279931397768,32.16895213791154
40.003758,116.324524,0,57,2008-11-01,17:28:10,False,75.97674767611845,31.392032917288937,32.92387275709446
40.004125,116.324477,0,42,2008-11-01,17:28:15,False,74.20408962149605,31.229275834900044,31.584295053585098
40.004335,116.324487,0,35,2008-11-01,17:28:20,False,74.41775351218966,30.276402954458373,31.481657559830893
40.004598,116.324419,0,12,2008-11-01,17:28:25,True,78.0,25.0,30.0
40.004813,116.324387,0,71,2008-11-01,17:28:30,False,75.30621665093079,28.27666798182055,31.03285925918295
40.004989,116.324364,0,76,2008-11-01,17:28:35,False,74.50658320507956,30.789715092578255,32.85905863358438
40.005225,116.324372,0,78,2008-11-01,17:28:40,False,74.9326215457126,29.814170730712277,32.339833093181824
40.005403,116.324367,0,80,2008-11-01,17:28:45,False,74.48885118400321,30.888222397881393,32.57030582404627
40.00554,116.324404,0,83,2008-11-01,17:28:50,False,74.31793916729104,31.46552930371452,31.5634602115079
40.00577,116.324304,0,83,2008-11-01,17:28:55,False,74.22075028232861,31.902086020011545,32.17282033237265
40.005959,116.324296,0,86,2008-11-01,17:29:00,False,75.31265917893055,31.423213369570444,31.127910532241962
40.006161,116.324294,0,98,2008-11-01,17:29:05,False,74.27636590269722,28.046856336740007,31.971255191869247
40.006362,116.324249,0,106,2008-11-01,17:29:10,False,74.3931647233601,29.439912257913456,32.9549902794889
40.006524,116.32422,0,113,2008-11-01,17:29:15,False,74.73745034132193,30.919962249696233,32.75301049063318
40.006673,116.324126,0,110,2008-11-01,17:29:20,False,75.64198645969587,28.686518709045764,31.67631790367369
40.006713,116.323936,0,101,2008-11-01,17:29:25,False,74.19420255158612,30.084146424816517,32.923140309082996
40.006723,116.323754,0,93,2008-11-01,17:29:30,False,75.6758898149976,28.217351953357014,31.46340325294241
40.00673,116.323539,0,87,2008-11-01,17:29:35,False,74.19219681578792,28.7999860995856,32.89863764483136
40.006727,116.323301,0,84,2008-11-01,17:29:40,False,75.9529189300268,28.074087177842458,32.882755409412994
40.006723,116.323087,0,82,2008-11-01,17:29:45,False,74.9373024032954,31.17479081342968,32.59840517470478
40.006703,116.322862,0,82,2008-11-01,17:29:50,False,75.95352217638067,28.895698752241522,32.26089587373358
40.006712,116.322651,0,0,2008-11-01,17:29:55,True,75.2096910394901,29.38140672278761,32.748575933249896
40.006707,116.322451,0,69,2008-11-01,17:30:00,False,75.47852715879661,31.712325173862364,31.586040569015594
40.006707,116.322258,0,69,2008-11-01,17:30:05,False,74.07837558450863,30.81765760769413,32.697887110625835
40.006735,116.32206,0,70,2008-11-01,17:30:10,False,74.56561392515282,28.12735571812523,32.235753383835046
40.006748,116.321846,0,71,2008-11-01,17:30:15,False,74.24039312242634,28.65877662599165,31.0264737155178
40.006718,116.321619,0,67,2008-11-01,17:30:20,False,74.59228039504428,30.485913605999055,31.694467035864438
40.006702,116.321386,0,68,2008-11-01,17:30:25,False,74.2374554379085,30.30891435441667,31.29628172189633
40.006758,116.32123,0,81,2008-11-01,17:30:30,False,74.63596635878795,28.951571285498034,32.9636587796365
40.006917,116.321204,0,92,2008-11-01,17:30:35,False,74.82852598902934,31.736855991699176,31.956740614079976
40.007069,116.321205,0,100,2008-11-01,17:30:40,False,74.12829499269756,30.455863823863584,31.994782730997326
40.00721,116.321201,0,105,2008-11-01,17:30:45,False,75.38494423874003,30.142531212099833,32.278945032797445
40.007371,116.321136,0,107,2008-11-01,17:30:50,False,75.13320290841315,30.359639905418284,31.737169212259236
40.007423,116.320996,0,107,2008-11-01,17:30:55,False,74.5307789818789,30.920488118067077,31.2738005433712
40.007425,116.320809,0,107,2008-11-01,17:31:00,False,75.0464961069334,29.247779981918406,32.644235466388494
40.007417,116.320627,0,107,2008-11-01,17:31:05,False,74.18788102151689,29.59288424886437,31.379695823805516
40.007385,116.320424,0,107,2008-11-01,17:31:10,False,75.15189299111236,28.83937499590049,32.02263796509291
40.007395,116.320235,0,104,2008-11-01,17:31:15,False,75.85859239515243,28.744772023521346,31.44863405794948
40.00739,116.320049,0,4,2008-11-01,17:31:20,True,74.63713790490264,31.777489559935734,31.19568896898807
40.007439,116.319895,0,106,2008-11-01,17:31:25,False,75.33482075992737,30.95820318019715,32.72438303484336
40.007554,116.319842,0,107,2008-11-01,17:31:30,False,74.26359572480878,29.961835234470268,32.94583897804626
40.007654,116.319755,0,115,2008-11-01,17:31:35,False,75.43265440823713,28.909658511893294,32.921669316126
40.007678,116.319675,0,120,2008-11-01,17:31:40,False,74.5788121858944,29.01742592708157,32.813110998442355
40.007666,116.319653,0,120,2008-11-01,17:31:45,False,74.36638272401423,28.2321166412955,32.54809466539728
40.007662,116.319657,0,120,2008-11-01,17:31:50,False,75.17302586962016,29.737666502232482,31.666290304057284
40.007662,116.319657,0,120,2008-11-01,17:31:53,False,74.04021509237499,29.24718352797641,31.162202779975992
40.007654,116.319656,0,121,2008-11-01,17:31:55,False,75.65788005843473,30.78537395526184,31.814482342827613
40.007643,116.319661,0,122,2008-11-01,17:32:00,False,74.00939095238509,29.511007357169923,31.464468284341887
40.007647,116.319688,0,123,2008-11-01,17:32:05,False,75.35563307359246,28.71841471023854,31.264975269515965
40.007647,116.319688,0,123,2008-11-01,17:32:08,False,74.54001594638433,28.098714913565324,31.10685436357365
40.007643,116.319696,0,123,2008-11-01,17:32:10,False,75.47038804424518,28.268998525852993,32.45118872842116
